ISIN_CODE,BSE_Symbol,OneWR,OneMR,ThreeMR,OneYR,ThreeYR,FiveYR,TenYR,P_E,Sector_PE,P_B,Median_PB,DE_Ratio,ROE,EYield,DYield,OPM,EV_EBITDA,PS_Ratio,PCF,PEG_Ratio,FCF,LTD,OverallValue,bullpattn,bearpattn,PSAR,momentum,daily_vol,slowRSI,AweOsc,week_vol,fastRSI,UltOsc,month_vol,bullupdates,bearupdates
INE167B01025,517356,5.17,28.83,29.92,27.77,18.92,-12.89,25.02,349.28,349.28,5.12,338.06 (5-Y),0,1.28,0.36,0,1.98,279.75,8.7,-136.38,60.76,-0.04,-,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE066C01035,530901,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Not Assessed,-,-,-,-,-,-,-,-,-,-,-,-,-
INE326C01017,530043,-1.69,-4.54,-0.35,39.22,27.84,32.78,10.55,12.05,35.57,1.04,6.58 (5-Y),1.74,10.32,10.59,1.32,7.65,7.46,0.21,4.55,0.53,0.65,57.02,Somewhat costly but justifies,-,-,-,-,-,-,-,-,-,-,-,-,-
INE636B01011,539391,0.93,-3.76,71.26,20.59,-,-,-,5.64,61.94643766,0.67,3.71 (1-Y),0.47,10.31,16.22,0,83.63,6.01,3.39,4.98,0.01,5.11,61.69,Cheap,-,-,-,-,-,-,-,-,-,-,-,-,-
INE950D01012,513149,-8.21,-,-19.49,-26.86,26.33,7.58,-12.7,-,120.11,0.4,2.86 (5-Y),0.02,-1.43,-21.09,0,468.85,72.85,-2741.33,-3.93,-,-0.74,0.53,Very Poor,-,-,-,-,-,-,-,-,-,-,-,-,-
INE482D01016,524091,10.07,9.1,8.35,3.97,-3.3,36.24,29.05,25.38,17.375,2.32,27.53 (5-Y),0.87,11.71,6.71,0.92,18.01,12.12,1.54,28.2,1.29,-11.24,80.08,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE731H01025,532762,32.13,97.44,133.14,214.29,50.52,40.77,2.83,55.06,55.06,4.23,47.05 (5-Y),0.28,7.42,2.99,0.22,6.62,28.77,1.84,22.66,3.09,36.87,83.43,Cheap,Three Inside Up formed on 17-Nov-2017<br />Bullish Harami Formation formed on 16-Nov-2017<br />Bullish Engulfing Formation formed on 06-Nov-2017<br />Inverted Hammer Formation formed on 30-Oct-2017<br />Three Inside Up formed on 23-Oct-2017,Dark Cloud cover Formation formed on 15-Nov-2017<br />Bearish Harami Formation formed on 10-Nov-2017<br />Weekly Bearish Harami Formation formed on 09-Nov-2017<br />Three Outside Down formed on 08-Nov-2017<br />Bearish Engulfing Formation formed on 07-Nov-2017,80.38969,16.399998,0.0336,98.58,14.218382,0.0678,95.74,54.95,0.0458,Stock Broke Weekly Resistance seen on 21-Nov-2017<br />Stock Broke Monthly Resistance seen on 21-Nov-2017<br />Monthly CMF-Bullish Trend Change seen on 21-Nov-2017<br />10 Days Price & Vol Moving Up seen on 14-Nov-2017,-
INE357A01032,511706,-,-12.2,19.65,-,0.69,-15.99,-10.56,98.63,61.94643766,0.52,115.02 (5-Y),0.16,-0.29,7.36,0,27.72,9.54,3.74,-6.38,5.04,-2.32,4.09,Somewhat costly but justifies,-,-,-,-,-,-,-,-,-,-,-,-,-
INE423A01024,512599,7.31,25.64,48.45,152.28,-30.87,-6.75,-9.03,21.65,84.9975,1.16,14.45 (5-Y),1.47,5.87,6.08,0.25,8.3,11.36,0.45,21.39,-1.37,-4034.73,20845.71,Somewhat costly but justifies,Bullish Piercing Formation formed on 14-Nov-2017<br />Three Outside Up formed on 09-Nov-2017<br />Bullish Engulfing Formation formed on 08-Nov-2017<br />Three Inside Up formed on 02-Nov-2017<br />Bullish Harami Formation formed on 01-Nov-2017,Bearish GapDown Formation formed on 16-Nov-2017<br />Weekly Dark Cloud cover Formation formed on 16-Nov-2017<br />Dark Cloud cover Formation formed on 31-Oct-2017<br />Bearish Engulfing Formation formed on 24-Oct-2017<br />Spinning Top formed on 17-Oct-2017,122.75169,14.9,0.0358,94.42,6.324118,0.0425,90.59,55.5,0.0365,Monthly CMF-Bullish Trend Change seen on 21-Nov-2017<br />ADX +DI Cross Above - DI Monthly ADX seen on 21-Nov-2017<br />ADX +DI Cross Above - DI Weekly ADX seen on 21-Nov-2017<br />Stock Broke Monthly Resistance seen on 20-Nov-2017<br />Crossed Above Weekly Central Line seen on 20-Nov-2017,ADX -DI Cross Above + DI Weekly ADX seen on 21-Nov-2017<br />ADX -DI Cross Above + DI Monthly ADX seen on 21-Nov-2017
INE742F01042,532921,1.82,3.26,10.34,58.93,10.98,27.53,-,22.38,61.015,4.35,20.1 (5-Y),1.27,25.09,5.8,0.31,79.77,14.76,8.65,21.45,1.01,77.94,22214.26,Somewhat costly but justifies,Weekly Bullish Engulfing Formation formed on 06-Nov-2017<br />Three Inside Up formed on 01-Nov-2017<br />Bullish Harami Formation formed on 31-Oct-2017<br />Weekly Bullish Harami Formation formed on 24-Oct-2017<br />Monthly Bullish Harami Formation formed on 05-Oct-2017,Monthly Dark Cloud cover Formation formed on 17-Nov-2017<br />Weekly Spinning Top formed on 10-Nov-2017<br />Monthly Spinning Top formed on 09-Nov-2017<br />Bearish Harami Formation formed on 24-Oct-2017<br />Hanging Man at Uptrend formed on 18-Oct-2017,416.79205,23.55001,0.0173,93.6,22.958086,0.0303,91.25,61.12,0.0236,-,Weekly MACD Below Zero Line seen on 21-Nov-2017<br />Monthly MACD Below Zero Line seen on 21-Nov-2017<br />MACD Below Zero Line seen on 21-Nov-2017<br />CMF-Bearish Trend Change seen on 17-Nov-2017<br />PSAR Bearish Reversal on Monthly Chart seen on 15-Nov-2017
INE814H01011,533096,10.26,22.03,27.75,47.71,-7.94,-5.44,-,-,5.48,4.67,17.72 (5-Y),17.5,-117.97,0.53,0,28.05,9.03,0.57,2.89,-,-5090.36,52484.37,Poor,Three Inside Up formed on 10-Nov-2017<br />Bullish Harami Formation formed on 09-Nov-2017<br />Monthly Bullish Piercing Formation formed on 31-Oct-2017<br />Monthly Bullish Piercing Formation formed on 27-Oct-2017<br />Bullish Engulfing Formation formed on 26-Oct-2017,Three Outside Down formed on 14-Nov-2017<br />Weekly Bearish Harami Formation formed on 09-Nov-2017<br />Bearish Engulfing Formation formed on 07-Nov-2017<br />Three Outside Down formed on 01-Nov-2017<br />Weekly Spinning Top formed on 31-Oct-2017,29.650402,2.799999,0.0516,96.08,1.326618,0.0521,93.16,58.37,0.0345,MACD Above Zero Line seen on 17-Nov-2017<br />Crossed Above Weekly Central Line seen on 17-Nov-2017<br />CMF-Bullish Trend Change seen on 17-Nov-2017<br />PSAR Bullish Reversal on Weekly Chart seen on 16-Nov-2017<br />PSAR Bullish Reversal on Monthly Chart seen on 16-Nov-2017,MACD Below Signal Line seen on 21-Nov-2017<br />PSAR Bearish Reversal on Weekly Chart seen on 21-Nov-2017<br />Monthly MACD Below Signal Line seen on 21-Nov-2017<br />PSAR Bearish Reversal on Monthly Chart seen on 21-Nov-2017<br />Weekly MACD Below Signal Line seen on 21-Nov-2017
INE931S01010,539254,3.68,-9.22,90.42,339.64,-,-,-,65.69,40.21333333,7.57,27.78 (1-Y),3.05,14.82,4.11,0,69.64,16.78,7.75,10.34,0.76,4.29,8974.81,Very Costly,Weekly Three Inside Up formed on 17-Nov-2017<br />Three Outside Up formed on 13-Nov-2017<br />Weekly Bullish Harami Formation formed on 10-Nov-2017<br />Three Inside Up formed on 24-Oct-2017<br />Monthly Bullish MaruBozu formed on 23-Oct-2017,Weekly Spinning Top formed on 17-Nov-2017<br />Three Outside Down formed on 15-Nov-2017<br />Monthly Bearish Harami Formation formed on 15-Nov-2017<br />Monthly Bearish Harami Formation formed on 09-Nov-2017<br />Three Outside Down formed on 06-Nov-2017,235.84,-11,0.0524,41.75,46.627647,0.0284,18.06,41.19,0.0522,ADX +DI Cross Above - DI seen on 14-Nov-2017,CMF-Bearish Trend Change seen on 17-Nov-2017
INE673E01018,538563,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Somewhat costly but justifies,-,-,-,-,-,-,-,-,-,-,-,-,-
INE627D01016,526711,4.95,-,-,91.2,-,5.99,-12.2,-,52.6075,4.43,90.66 (5-Y),1.63,2.18,-0.89,0,5.67,-257.09,0.84,23.1,-,-0.32,4.38,Very Poor,-,-,-,-,-,-,-,-,-,-,-,-,-
INE833A01016,523411,-2.15,-6.41,-5.55,-18.06,-1.9,5.01,3.16,28.39,46.315,2.17,24.66 (5-Y),0,9.14,8.58,1.46,10.57,10.86,1.5,30.84,1.17,4.07,-,Somewhat costly but justifies,-,-,-,-,-,-,-,-,-,-,-,-,-
INE805Q01010,539506,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
INE757C01021,507852,-2.56,-7.86,-,-,-,-,-1.44,238.53,238.53,0.52,4.28 (3-Y),0,1.67,1.23,0,477.31,13.91,37.85,-6.47,8.43,-0.11,-,Very Costly,-,-,-,-,-,-,-,-,-,-,-,-,-
INE982B01019,519183,16.89,14.79,18.44,108.82,62.94,35.1,13.61,45.74,39.898,3.58,28.12 (5-Y),0.03,6.75,3.46,0.91,13.86,19.72,2.87,34.46,2.73,14.85,4.79,Somewhat costly but justifies,Weekly Bullish Harami Formation formed on 15-Nov-2017<br />Monthly Inverted Hammer Formation formed on 01-Nov-2017<br />Inverted Hammer Formation formed on 01-Nov-2017<br />Bullish GapUp Formation formed on 31-Oct-2017<br />Bullish Harami Formation formed on 30-Oct-2017,Three Dark Crows formed on 08-Nov-2017<br />Three Outside Down formed on 03-Nov-2017<br />Bearish Engulfing Formation formed on 02-Nov-2017<br />Bearish Engulfing Formation formed on 27-Oct-2017<br />Monthly Bearish Engulfing Formation formed on 27-Oct-2017,260.8916,-2.55,0.0335,28.71,-2.140882,0.0372,31.79,33.78,0.0357,Stock Broke Weekly Resistance seen on 21-Nov-2017<br />Crossed Above Weekly Central Line seen on 21-Nov-2017<br />CMF-Bullish Trend Change seen on 21-Nov-2017<br />PSAR Bullish Reversal on Monthly Chart seen on 21-Nov-2017<br />MACD Above Zero Line seen on 21-Nov-2017,MACD Below Zero Line seen on 13-Nov-2017<br />Monthly MACD Below Zero Line seen on 13-Nov-2017<br />Weekly MACD Below Zero Line seen on 13-Nov-2017
INE269F01012,539493,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
INE578L01014,539189,-,-,-,-,-,-,-,-,10.32,4.74,-,0,-1.35,-0.52,0,-71.76,-191.15,1402.5,93.68,-,0.96,-,Poor,-,-,-,-,-,-,-,-,-,-,-,-,-
INE452L01012,538365,3.36,15.07,-,-41.15,-24.57,-,-,131.25,55.72333333,2.78,99.52 (3-Y),0.86,2.22,4.95,0,6.44,16.94,0.84,-123.07,-6.3,-17.88,90.1,Very Cheap,-,-,47.561306,2.049998,0.0418,87.93,-10.339853,0.0833,86.99,46.66,0.0509,-,-
INE400H01019,532727,2.38,-1.15,7.5,-33.33,-48.26,-32.47,-30.09,-,-,-0.03,49.88 (5-Y),-2.52,0,-11.4,0,-7.96,-48.09,0.07,-0.33,-,-1344.78,4948.63,Very Poor,Three Inside Up formed on 10-Nov-2017<br />Bullish Harami Formation formed on 09-Nov-2017<br />Bullish Harami Formation formed on 02-Nov-2017<br />Monthly Three Inside Up formed on 31-Oct-2017<br />Inverted Hammer Formation formed on 30-Oct-2017,Weekly Three Outside Down formed on 17-Nov-2017<br />Monthly Bearish MaruBozu formed on 15-Nov-2017<br />Bearish Harami Formation formed on 13-Nov-2017<br />Monthly Dark Cloud cover Formation formed on 13-Nov-2017<br />Weekly Bearish Engulfing Formation formed on 09-Nov-2017,4.24204,0.4,0.0568,81.66,0.132794,0.07,81.92,35.87,0.0758,ADX +DI Cross Above - DI Weekly ADX seen on 21-Nov-2017<br />ADX +DI Cross Above - DI Monthly ADX seen on 21-Nov-2017,Weekly MACD Below Zero Line seen on 21-Nov-2017<br />ADX -DI Cross Above + DI Monthly ADX seen on 21-Nov-2017<br />PSAR Bearish Reversal on Monthly Chart seen on 21-Nov-2017<br />PSAR Bearish Reversal on Weekly Chart seen on 21-Nov-2017<br />ADX -DI Cross Above + DI Weekly ADX seen on 21-Nov-2017
INE861N01028,531592,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cheap,-,-,-,-,-,-,-,-,-,-,-,-,-
INE398H01015,532056,-1.81,1.88,35.71,12.43,0.26,-,-,20.79,61.94643766,1.06,24.86 (5-Y),0,4.42,5.05,0,113.05,19.11,25.57,26.55,0.54,0.29,-,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE207C01019,514113,13.86,28.86,13.63,82.32,42.68,14.75,-,14.66,14.66,-7.86,4.28 (5-Y),0.5,19.06,13.62,0,44.66,4.62,1.48,-4,-0.49,0.13,0.8,Poor,-,-,-,-,-,-,-,-,-,-,-,-,-
INE674K01013,540691,6.61,9.95,-,-,-,-,-,65.39,61.94643766,5.49,-,4.98,14.84,4.65,0,58.74,-,-,-5.86,-,-8163.95,32937.84,Not Assessed,-,-,189.56473,-2.9,0.0124,61.41,-8.848234,0.0275,79.21,25.95,0.0286,-,-
INE647O01011,535755,2.7,3.63,-9.71,18.6,8.47,-,-,-,29.705,12.87,243.34 (3-Y),2.14,5.76,1.08,0,7.82,34.07,1.73,28.47,-,-228.81,2044.62,Very Costly,Weekly Bullish Harami Formation formed on 15-Nov-2017<br />Bullish Piercing Formation formed on 10-Nov-2017<br />Weekly Three Outside Up formed on 06-Nov-2017<br />Weekly Bullish Engulfing Formation formed on 03-Nov-2017<br />Three Inside Up formed on 03-Nov-2017,Dark Cloud cover Formation formed on 17-Nov-2017<br />Spinning Top formed on 15-Nov-2017<br />Weekly Bearish Harami Formation formed on 08-Nov-2017<br />Bearish Engulfing Formation formed on 07-Nov-2017<br />Bearish Engulfing Formation formed on 01-Nov-2017,155.26273,-2.64999,0.0523,64.85,-11.591176,0.0421,75.65,53.59,0.0363,CMF-Bullish Trend Change seen on 21-Nov-2017<br />PSAR Bullish Reversal on Monthly Chart seen on 17-Nov-2017<br />ADX +DI Cross Above - DI seen on 17-Nov-2017<br />PSAR Bullish Reversal on Weekly Chart seen on 17-Nov-2017,-
INE865C01022,532974,2.4,-7.84,-20.92,239.66,30.69,32.89,-,44.93,61.94643766,11.8,40.23 (5-Y),0.82,25.48,4.23,0,14.19,19.92,3.27,7.57,2.15,52.9,34.71,Not cheap but still Good,Monthly Bullish Harami Formation formed on 03-Nov-2017<br />Weekly Bullish Piercing Formation formed on 02-Nov-2017<br />Inverted Hammer at Downtrend formed on 30-Oct-2017<br />Three Inside Up formed on 17-Oct-2017<br />Bullish Harami Formation formed on 16-Oct-2017,Monthly Three Dark Crows formed on 17-Nov-2017<br />Weekly Three Outside Down formed on 17-Nov-2017<br />Monthly Three Dark Crows formed on 10-Nov-2017<br />Weekly Bearish Engulfing Formation formed on 09-Nov-2017<br />Monthly Spinning Top formed on 02-Nov-2017,92.54206,-1.900002,0.0426,11.62,-4.407206,0.0347,7.24,26.41,0.0501,ADX +DI Cross Above - DI seen on 21-Nov-2017,Weekly CMF-Bearish Trend Change seen on 21-Nov-2017
INE069A01017,500303,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Very Costly,-,-,-,-,-,-,-,-,-,-,-,-,-
INE427V01013,540146,4.07,-1.6,77.64,479.41,-,-,-,113.36,113.36,8.02,59.56 (1-Y),0.39,8.73,1.81,0,5.47,-,-,-89.49,-,-5.69,7.12,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE570B01012,513513,-6.38,2.37,31.43,31.83,20.9,8.92,1.63,9.07,15.67,0.43,7.65 (5-Y),1.55,5.07,11.09,0,5.95,7.38,0.11,-3.44,1.09,-2.38,13.17,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE122D01026,521141,-5.78,9.58,2.8,62.55,-,-,-,-,45.165,1.54,17.97 (1-Y),1.56,6.12,7.89,0,7.17,7.66,0.27,6.72,-,-6.05,18.08,Poor,-,-,-,-,-,-,-,-,-,-,-,-,-
INE679V01019,540205,-5.9,-0.92,32.78,-,-,-,-,62.65,39.63,6.15,-,2.02,12.33,3.28,0,1.42,-,-,-6.04,-,-22.93,35.04,Somewhat costly but justifies,-,-,-,-,-,-,-,-,-,-,-,-,-
INE172N01012,539056,1.06,-1.91,24.6,-14.51,-,-,-,-,30.255,1.28,-,2.19,-21.69,-1.99,0,25.61,26.6,2.27,6.42,-,-43.15,1064.86,Very Costly,Bullish Harami Formation formed on 16-Nov-2017<br />Monthly Inverted Hammer Formation formed on 13-Nov-2017<br />Monthly Inverted Hammer Formation formed on 10-Nov-2017<br />Three Outside Up formed on 03-Nov-2017<br />Bullish Engulfing Formation formed on 02-Nov-2017,Monthly Dark Cloud cover Formation formed on 17-Nov-2017<br />Spinning Top formed on 17-Nov-2017<br />Three Dark Crows formed on 15-Nov-2017<br />Weekly Bearish Harami Formation formed on 06-Nov-2017<br />Spinning Top formed on 26-Oct-2017,66.762085,7.199998,0.0524,88.82,2.282058,0.0487,100,47.33,0.0524,Crossed Above Weekly Central Line seen on 20-Nov-2017<br />CMF-Bullish Trend Change seen on 16-Nov-2017,Monthly MACD Below Zero Line seen on 21-Nov-2017<br />MACD Below Zero Line seen on 21-Nov-2017<br />Weekly MACD Below Zero Line seen on 21-Nov-2017<br />Crossed Below Weekly Central Line seen on 17-Nov-2017<br />Weekly CMF-Bearish Trend Change seen on 17-Nov-2017
INE556D01017,511359,21.53,36.72,53.78,66.14,19.5,9.33,9.22,25.71,61.94643766,0.66,11.31 (5-Y),0.71,1.92,9.76,0,46.3,10.05,2.29,247.88,-0.85,0.01,32.34,Very Cheap,-,-,-,-,-,-,-,-,-,-,-,-,-
INE853A01022,530431,4.94,21.28,26.48,49.11,6.92,8.94,20.11,61.32,61.32,2.36,17.59 (3-Y),0.02,7.88,3.22,2.39,9.8,19.64,1.52,43.37,-1.79,8.43,2.24,Very Costly,-,-,-,-,-,-,-,-,-,-,-,-,-
INE628D01014,523120,5.28,-11.73,3.91,-16.88,15.88,4.12,1.15,9.87,34.85,2.49,12.47 (1-Y),0.98,10.37,8.96,0,14.1,9.55,0.83,-,0.15,0.26,2.57,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE045A01017,517041,-0.83,-4.06,35.42,86.75,30.99,31.56,9.11,41.24,34.755,3,16.78 (5-Y),0.12,8.16,3.97,0.96,9.34,18.09,1.55,3945.44,-9.59,-12.23,28.17,Very Costly,Bullish Harami Formation formed on 16-Nov-2017<br />Bullish Harami Formation formed on 09-Nov-2017<br />Weekly Bullish Harami Formation formed on 02-Nov-2017<br />Bullish Harami Formation formed on 17-Oct-2017<br />Weekly Bullish Piercing Formation formed on 29-Sep-2017,Weekly Dark Cloud cover Formation formed on 10-Nov-2017<br />Three Dark Crows formed on 08-Nov-2017<br />Dark Cloud cover Formation formed on 23-Oct-2017<br />Three Dark Crows formed on 23-Oct-2017<br />Weekly Three Inside Down formed on 19-Oct-2017,637.60724,-3.64998,0.0408,15.96,38.99206,0.0511,29.66,28.49,0.0784,Stock Broke Monthly Resistance seen on 21-Nov-2017<br />PSAR Bullish Reversal on Monthly Chart seen on 14-Nov-2017<br />PSAR Bullish Reversal on Weekly Chart seen on 14-Nov-2017,PSAR Bearish Reversal on Monthly Chart seen on 21-Nov-2017<br />PSAR Bearish Reversal on Weekly Chart seen on 21-Nov-2017
INE900E01015,521048,-,-,-,-,-,-,-,7.05,7.085,0.28,3.17 (3-Y),1.91,0.94,4.45,0,-,22.41,-,23.93,0.1,1.04,58.01,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE436N01029,534612,-2.51,-5.62,32.91,36.85,37.3,13.98,-,-,20.3,0.45,584.09 (5-Y),0.43,-2.24,5.51,0,20.83,7.27,1.53,-11.05,-,-13.38,56.8,Very Costly,-,-,-,-,-,-,-,-,-,-,-,-,-
INE334N01018,506947,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Very Costly,-,-,-,-,-,-,-,-,-,-,-,-,-
INE009D01017,531047,-,-,-,-,-24.9,-9.39,-,-,30.342,0.18,54.78 (5-Y),0.08,-7.4,-92.12,0,-10.06,-1.11,0.15,-0.71,-,-2.18,1.19,Very Costly,-,-,-,-,-,-,-,-,-,-,-,-,-
INE184U01012,539982,-9.46,-,-3,93.66,-,-,-,18.61,44.6575,1.77,28.66 (1-Y),2.25,11.14,12.95,1.19,13.34,-,-,7.64,-,-3.57,25.26,Not Assessed,-,-,-,-,-,-,-,-,-,-,-,-,-
INE837H01020,540025,-0.02,-0.13,-5.59,-27.69,-,-,-,41.33,41.33,5.93,49.56 (1-Y),0.12,25.03,3.64,0.15,46.34,24.18,8.98,27.57,0.56,97.18,54.02,Not cheap but still Good,Weekly Abandoned Baby Bullish formed on 03-Nov-2017<br />Monthly Bullish Harami Formation formed on 31-Oct-2017<br />Monthly Bullish Harami Formation formed on 27-Oct-2017<br />Bullish Harami Formation formed on 24-Oct-2017<br />Bullish Harami Formation formed on 19-Oct-2017,Weekly Spinning Top formed on 16-Nov-2017<br />Evening Doji Star formed on 08-Nov-2017<br />Abandoned Baby Bearish formed on 08-Nov-2017<br />Spinning Top formed on 24-Oct-2017<br />Three Dark Crows formed on 13-Oct-2017,275.73596,-1.99999,0.0202,30.53,-3.444119,0.0255,44.26,45.57,0.0316,-,MACD Below Signal Line seen on 21-Nov-2017<br />Weekly MACD Below Signal Line seen on 21-Nov-2017<br />Monthly MACD Below Signal Line seen on 21-Nov-2017<br />Weekly MACD Below Zero Line seen on 14-Nov-2017<br />MACD Below Zero Line seen on 14-Nov-2017
INE903C01013,517552,-4.83,-2.82,-,-6.63,-15.62,-27.09,-21.39,-,-,-0.08,29.5 (5-Y),-0.44,0,-110.61,0,-505.55,-2,2.09,-1.89,-,-2.37,20.34,Poor,-,-,-,-,-,-,-,-,-,-,-,-,-
INE199C01026,523269,3.38,1.99,18.69,28.21,-2.79,18.79,-1.95,34.06,34.06,6.73,47.32 (5-Y),0.01,21.72,4.66,0.94,30.8,16.89,5.06,21.44,1.43,12.22,0.53,Not cheap but still Good,Three Inside Up formed on 17-Nov-2017<br />Bullish Harami Formation formed on 16-Nov-2017<br />Three Outside Up formed on 13-Nov-2017<br />Weekly Bullish Harami Formation formed on 01-Nov-2017<br />Bullish Engulfing Formation formed on 31-Oct-2017,Dark Cloud cover Formation formed on 25-Oct-2017<br />Weekly Dark Cloud cover Formation formed on 23-Oct-2017<br />Three Inside Down formed on 19-Oct-2017<br />Bearish Harami Formation formed on 18-Oct-2017<br />Weekly Bearish Harami Formation formed on 13-Oct-2017,60.345318,7.600001,0.066,44.64,3.844117,0.065,46.67,42.72,0.0658,Stock Broke Weekly Resistance seen on 17-Nov-2017,CMF-Bearish Trend Change seen on 17-Nov-2017
INE101C01022,531429,-9.03,4.56,66.89,-55.87,-24.74,0.16,-15.75,-,26.755,0.28,96.51 (5-Y),0.08,0.03,-0.3,0,1.94,-335.08,13.76,-7.71,-,-0.53,1.26,Not Assessed,-,-,-,-,-,-,-,-,-,-,-,-,-
INE178T01016,539773,0.68,-,-8.19,27.72,-,-,-,52.88,30.342,1.9,111.18 (1-Y),0.42,0.77,2.4,0,8.68,23.87,2.25,-10.98,0.4,-1.56,3.72,Very Cheap,-,-,-,-,-,-,-,-,-,-,-,-,-
INE537C01019,531686,0,34.61,27.72,17.45,-5.98,2.52,-3.39,-,-,1,11.67 (5-Y),0.57,-48.2,-19.99,0,-240.51,-5.99,3.08,30.69,-,0.41,6.67,Poor,-,-,-,-,-,-,-,-,-,-,-,-,-
INE208C01025,500003,1.69,5.66,24.31,66.16,70.88,69.11,33.62,57.71,38.265,11.98,22.77 (5-Y),0.48,24.22,2.47,0.45,5.39,36.3,1.94,50.79,0.84,-107.03,286.55,Somewhat costly but justifies,Weekly Bullish Harami Formation formed on 15-Nov-2017<br />Three Inside Up formed on 10-Nov-2017<br />Bullish Harami Formation formed on 09-Nov-2017<br />Bullish Engulfing Formation formed on 17-Oct-2017<br />Weekly Bullish Engulfing Formation formed on 29-Sep-2017,Spinning Top formed on 17-Nov-2017<br />Three Outside Down formed on 08-Nov-2017<br />Bearish Engulfing Formation formed on 07-Nov-2017<br />Bearish Engulfing Formation formed on 03-Nov-2017<br />Weekly Spinning Top formed on 02-Nov-2017,220,10,0.0519,65.55,5.958674,0.0321,72.2,53.89,0.0396,CMF-Bullish Trend Change seen on 20-Nov-2017,CMF-Bearish Trend Change seen on 21-Nov-2017
INE663P01015,538351,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Very Poor,-,-,-,-,-,-,-,-,-,-,-,-,-
INE204E01012,531921,3.13,2.79,-2.77,93.18,70.4,32.76,12.74,54.07,28.27,4.94,15.5 (5-Y),0.7,10.32,3.91,0.28,9.1,20.58,1.52,-47.09,1.98,-38.27,73.93,Not cheap but still Good,Weekly Three Outside Up formed on 02-Nov-2017<br />Inverted Hammer Formation formed on 01-Nov-2017<br />Monthly Inverted Hammer Formation formed on 01-Nov-2017<br />Bullish Piercing Formation formed on 27-Oct-2017<br />Weekly Bullish Engulfing Formation formed on 27-Oct-2017,Bullish GraveStone Doji formed on 17-Nov-2017<br />Bearish Harami Formation formed on 10-Nov-2017<br />Weekly Spinning Top formed on 01-Nov-2017<br />Monthly Three Outside Down formed on 31-Oct-2017<br />Monthly Spinning Top formed on 27-Oct-2017,501.92224,23.14999,0.0676,88.23,-17.075735,0.0487,92.37,61.41,0.0534,ADX +DI Cross Above - DI seen on 21-Nov-2017,ADX -DI Cross Above + DI seen on 20-Nov-2017
INE676A01019,500463,5.28,-3.04,4.89,46.65,9.44,-9.98,-1.16,31.2,26.265,4.43,8.41 (5-Y),2.24,20.76,8.59,0,4.67,16.61,0.45,83.16,-0.96,-4.1,174.93,Not cheap but still Good,Bullish Engulfing Formation formed on 18-Oct-2017<br />Monthly Three Outside Up formed on 13-Oct-2017<br />Monthly Three Outside Up formed on 06-Oct-2017<br />Bullish Engulfing Formation formed on 05-Oct-2017<br />Monthly Bullish Engulfing Formation formed on 29-Sep-2017,Monthly Three Inside Down formed on 17-Nov-2017<br />Monthly Three Inside Down formed on 10-Nov-2017<br />Three Outside Down formed on 08-Nov-2017<br />Bearish MaruBozu formed on 07-Nov-2017<br />Bearish Engulfing Formation formed on 07-Nov-2017,123.145775,0.7,0.0323,38.68,-4.987206,0.0456,55.74,57.86,0.0614,ADX +DI Cross Above - DI seen on 21-Nov-2017,-
INE976R01017,539042,-,-,-,-,-,-,-,28.19,37.156,4.11,-,1.44,15.63,7.24,0,11.73,-,-,134.29,-,-10.33,53.63,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE112C01011,516020,-9.84,-10.16,-,-,-,-,-17.51,-,-,0.41,0.44 (3-Y),0.99,0,-4.81,0,-,-23.88,-,-8.46,-,-1.24,20.24,Poor,-,-,-,-,-,-,-,-,-,-,-,-,-
INE567P01018,537492,-,-,-,-,-,-,-,-,20.325,0.26,106.52 (3-Y),0.06,-0.34,-0.71,0,1.11,-,-,-2.12,-,-0.97,0.76,Very Costly,-,-,-,-,-,-,-,-,-,-,-,-,-
